instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
143692039,561297,GOLD26OCT199000PE,"GOLD",0,2026-10-30,199000,0.5,1,PE,MCX-OPT,MCX
143747079,561512,GOLD26OCT199500CE,"GOLD",0,2026-10-30,199500,0.5,1,CE,MCX-OPT,MCX
143747335,561513,GOLD26OCT200000CE,"GOLD",0,2026-10-30,200000,0.5,1,CE,MCX-OPT,MCX
143752199,561532,GOLD26OCT199500PE,"GOLD",0,2026-10-30,199500,0.5,1,PE,MCX-OPT,MCX
143752455,561533,GOLD26OCT200000PE,"GOLD",0,2026-10-30,200000,0.5,1,PE,MCX-OPT,MCX
143906823,562136,GOLD26OCT200500CE,"GOLD",0,2026-10-30,200500,0.5,1,CE,MCX-OPT,MCX
143907079,562137,GOLD26OCT201000CE,"GOLD",0,2026-10-30,201000,0.5,1,CE,MCX-OPT,MCX
143909383,562146,GOLD26OCT200500PE,"GOLD",0,2026-10-30,200500,0.5,1,PE,MCX-OPT,MCX
143909639,562147,GOLD26OCT201000PE,"GOLD",0,2026-10-30,201000,0.5,1,PE,MCX-OPT,MCX
144230407,563400,GOLD26OCT201500CE,"GOLD",0,2026-10-30,201500,0.5,1,CE,MCX-OPT,MCX
144230663,563401,GOLD26OCT202000CE,"GOLD",0,2026-10-30,202000,0.5,1,CE,MCX-OPT,MCX
144230919,563402,GOLD26OCT202500CE,"GOLD",0,2026-10-30,202500,0.5,1,CE,MCX-OPT,MCX
144231175,563403,GOLD26OCT203000CE,"GOLD",0,2026-10-30,203000,0.5,1,CE,MCX-OPT,MCX
144231431,563404,GOLD26OCT203500CE,"GOLD",0,2026-10-30,203500,0.5,1,CE,MCX-OPT,MCX
144231687,563405,GOLD26OCT204000CE,"GOLD",0,2026-10-30,204000,0.5,1,CE,MCX-OPT,MCX
144231943,563406,GOLD26OCT204500CE,"GOLD",0,2026-10-30,204500,0.5,1,CE,MCX-OPT,MCX
144232199,563407,GOLD26OCT205000CE,"GOLD",0,2026-10-30,205000,0.5,1,CE,MCX-OPT,MCX
144232455,563408,GOLD26OCT205500CE,"GOLD",0,2026-10-30,205500,0.5,1,CE,MCX-OPT,MCX
144232711,563409,GOLD26OCT206000CE,"GOLD",0,2026-10-30,206000,0.5,1,CE,MCX-OPT,MCX
144232967,563410,GOLD26OCT206500CE,"GOLD",0,2026-10-30,206500,0.5,1,CE,MCX-OPT,MCX
144252935,563488,GOLD26OCT201500PE,"GOLD",0,2026-10-30,201500,0.5,1,PE,MCX-OPT,MCX
144253191,563489,GOLD26OCT202000PE,"GOLD",0,2026-10-30,202000,0.5,1,PE,MCX-OPT,MCX
144253447,563490,GOLD26OCT202500PE,"GOLD",0,2026-10-30,202500,0.5,1,PE,MCX-OPT,MCX
144253703,563491,GOLD26OCT203000PE,"GOLD",0,2026-10-30,203000,0.5,1,PE,MCX-OPT,MCX
144253959,563492,GOLD26OCT203500PE,"GOLD",0,2026-10-30,203500,0.5,1,PE,MCX-OPT,MCX
144254215,563493,GOLD26OCT204000PE,"GOLD",0,2026-10-30,204000,0.5,1,PE,MCX-OPT,MCX
144254471,563494,GOLD26OCT204500PE,"GOLD",0,2026-10-30,204500,0.5,1,PE,MCX-OPT,MCX
144254727,563495,GOLD26OCT205000PE,"GOLD",0,2026-10-30,205000,0.5,1,PE,MCX-OPT,MCX
144254983,563496,GOLD26OCT205500PE,"GOLD",0,2026-10-30,205500,0.5,1,PE,MCX-OPT,MCX
144255239,563497,GOLD26OCT206000PE,"GOLD",0,2026-10-30,206000,0.5,1,PE,MCX-OPT,MCX
144255495,563498,GOLD26OCT206500PE,"GOLD",0,2026-10-30,206500,0.5,1,PE,MCX-OPT,MCX
144977159,566317,GOLD26OCT138500CE,"GOLD",0,2026-10-30,138500,0.5,1,CE,MCX-OPT,MCX
144977415,566318,GOLD26OCT138000CE,"GOLD",0,2026-10-30,138000,0.5,1,CE,MCX-OPT,MCX
144977671,566319,GOLD26OCT137500CE,"GOLD",0,2026-10-30,137500,0.5,1,CE,MCX-OPT,MCX
144977927,566320,GOLD26OCT137000CE,"GOLD",0,2026-10-30,137000,0.5,1,CE,MCX-OPT,MCX
144978183,566321,GOLD26OCT136500CE,"GOLD",0,2026-10-30,136500,0.5,1,CE,MCX-OPT,MCX
144978439,566322,GOLD26OCT136000CE,"GOLD",0,2026-10-30,136000,0.5,1,CE,MCX-OPT,MCX
144978695,566323,GOLD26OCT135500CE,"GOLD",0,2026-10-30,135500,0.5,1,CE,MCX-OPT,MCX
144978951,566324,GOLD26OCT135000CE,"GOLD",0,2026-10-30,135000,0.5,1,CE,MCX-OPT,MCX
144979207,566325,GOLD26OCT134500CE,"GOLD",0,2026-10-30,134500,0.5,1,CE,MCX-OPT,MCX
144979463,566326,GOLD26OCT134000CE,"GOLD",0,2026-10-30,134000,0.5,1,CE,MCX-OPT,MCX
144979719,566327,GOLD26OCT133500CE,"GOLD",0,2026-10-30,133500,0.5,1,CE,MCX-OPT,MCX
144979975,566328,GOLD26OCT133000CE,"GOLD",0,2026-10-30,133000,0.5,1,CE,MCX-OPT,MCX
144980231,566329,GOLD26OCT132500CE,"GOLD",0,2026-10-30,132500,0.5,1,CE,MCX-OPT,MCX
145003783,566421,GOLD26OCT138500PE,"GOLD",0,2026-10-30,138500,0.5,1,PE,MCX-OPT,MCX
145004039,566422,GOLD26OCT138000PE,"GOLD",0,2026-10-30,138000,0.5,1,PE,MCX-OPT,MCX
145004295,566423,GOLD26OCT137500PE,"GOLD",0,2026-10-30,137500,0.5,1,PE,MCX-OPT,MCX
145004551,566424,GOLD26OCT137000PE,"GOLD",0,2026-10-30,137000,0.5,1,PE,MCX-OPT,MCX
145004807,566425,GOLD26OCT136500PE,"GOLD",0,2026-10-30,136500,0.5,1,PE,MCX-OPT,MCX
145005063,566426,GOLD26OCT136000PE,"GOLD",0,2026-10-30,136000,0.5,1,PE,MCX-OPT,MCX
145005319,566427,GOLD26OCT135500PE,"GOLD",0,2026-10-30,135500,0.5,1,PE,MCX-OPT,MCX
145005575,566428,GOLD26OCT135000PE,"GOLD",0,2026-10-30,135000,0.5,1,PE,MCX-OPT,MCX
145005831,566429,GOLD26OCT134500PE,"GOLD",0,2026-10-30,134500,0.5,1,PE,MCX-OPT,MCX
145006087,566430,GOLD26OCT134000PE,"GOLD",0,2026-10-30,134000,0.5,1,PE,MCX-OPT,MCX
145006343,566431,GOLD26OCT133500PE,"GOLD",0,2026-10-30,133500,0.5,1,PE,MCX-OPT,MCX
145006599,566432,GOLD26OCT133000PE,"GOLD",0,2026-10-30,133000,0.5,1,PE,MCX-OPT,MCX
145006855,566433,GOLD26OCT132500PE,"GOLD",0,2026-10-30,132500,0.5,1,PE,MCX-OPT,MCX
145294599,567557,GOLD26OCT132000CE,"GOLD",0,2026-10-30,132000,0.5,1,CE,MCX-OPT,MCX
145294855,567558,GOLD26OCT131500CE,"GOLD",0,2026-10-30,131500,0.5,1,CE,MCX-OPT,MCX
145295111,567559,GOLD26OCT131000CE,"GOLD",0,2026-10-30,131000,0.5,1,CE,MCX-OPT,MCX
145295367,567560,GOLD26OCT130500CE,"GOLD",0,2026-10-30,130500,0.5,1,CE,MCX-OPT,MCX
145295623,567561,GOLD26OCT130000CE,"GOLD",0,2026-10-30,130000,0.5,1,CE,MCX-OPT,MCX
145295879,567562,GOLD26OCT129500CE,"GOLD",0,2026-10-30,129500,0.5,1,CE,MCX-OPT,MCX
145296135,567563,GOLD26OCT129000CE,"GOLD",0,2026-10-30,129000,0.5,1,CE,MCX-OPT,MCX
145296391,567564,GOLD26OCT128500CE,"GOLD",0,2026-10-30,128500,0.5,1,CE,MCX-OPT,MCX
145296647,567565,GOLD26OCT128000CE,"GOLD",0,2026-10-30,128000,0.5,1,CE,MCX-OPT,MCX
145296903,567566,GOLD26OCT127500CE,"GOLD",0,2026-10-30,127500,0.5,1,CE,MCX-OPT,MCX
145297159,567567,GOLD26OCT127000CE,"GOLD",0,2026-10-30,127000,0.5,1,CE,MCX-OPT,MCX
145297415,567568,GOLD26OCT126500CE,"GOLD",0,2026-10-30,126500,0.5,1,CE,MCX-OPT,MCX
145297671,567569,GOLD26OCT126000CE,"GOLD",0,2026-10-30,126000,0.5,1,CE,MCX-OPT,MCX
145297927,567570,GOLD26OCT125500CE,"GOLD",0,2026-10-30,125500,0.5,1,CE,MCX-OPT,MCX
145322759,567667,GOLD26OCT132000PE,"GOLD",0,2026-10-30,132000,0.5,1,PE,MCX-OPT,MCX
145323015,567668,GOLD26OCT131500PE,"GOLD",0,2026-10-30,131500,0.5,1,PE,MCX-OPT,MCX
145323271,567669,GOLD26OCT131000PE,"GOLD",0,2026-10-30,131000,0.5,1,PE,MCX-OPT,MCX
145323527,567670,GOLD26OCT130500PE,"GOLD",0,2026-10-30,130500,0.5,1,PE,MCX-OPT,MCX
145323783,567671,GOLD26OCT130000PE,"GOLD",0,2026-10-30,130000,0.5,1,PE,MCX-OPT,MCX
145324039,567672,GOLD26OCT129500PE,"GOLD",0,2026-10-30,129500,0.5,1,PE,MCX-OPT,MCX
145324295,567673,GOLD26OCT129000PE,"GOLD",0,2026-10-30,129000,0.5,1,PE,MCX-OPT,MCX
145324551,567674,GOLD26OCT128500PE,"GOLD",0,2026-10-30,128500,0.5,1,PE,MCX-OPT,MCX
145324807,567675,GOLD26OCT128000PE,"GOLD",0,2026-10-30,128000,0.5,1,PE,MCX-OPT,MCX
145325063,567676,GOLD26OCT127500PE,"GOLD",0,2026-10-30,127500,0.5,1,PE,MCX-OPT,MCX
145325319,567677,GOLD26OCT127000PE,"GOLD",0,2026-10-30,127000,0.5,1,PE,MCX-OPT,MCX
145325575,567678,GOLD26OCT126500PE,"GOLD",0,2026-10-30,126500,0.5,1,PE,MCX-OPT,MCX
145325831,567679,GOLD26OCT126000PE,"GOLD",0,2026-10-30,126000,0.5,1,PE,MCX-OPT,MCX
145326087,567680,GOLD26OCT125500PE,"GOLD",0,2026-10-30,125500,0.5,1,PE,MCX-OPT,MCX
131454983,513496,GOLD26NOV166000CE,"GOLD",0,2026-11-27,166000,0.5,1,CE,MCX-OPT,MCX
131532551,513799,GOLD26NOV166000PE,"GOLD",0,2026-11-27,166000,0.5,1,PE,MCX-OPT,MCX
142496007,556625,GOLD26NOV165500CE,"GOLD",0,2026-11-27,165500,0.5,1,CE,MCX-OPT,MCX
142496263,556626,GOLD26NOV165000CE,"GOLD",0,2026-11-27,165000,0.5,1,CE,MCX-OPT,MCX
142496519,556627,GOLD26NOV164500CE,"GOLD",0,2026-11-27,164500,0.5,1,CE,MCX-OPT,MCX
142496775,556628,GOLD26NOV164000CE,"GOLD",0,2026-11-27,164000,0.5,1,CE,MCX-OPT,MCX
142497031,556629,GOLD26NOV163500CE,"GOLD",0,2026-11-27,163500,0.5,1,CE,MCX-OPT,MCX
142497287,556630,GOLD26NOV163000CE,"GOLD",0,2026-11-27,163000,0.5,1,CE,MCX-OPT,MCX
142497543,556631,GOLD26NOV162500CE,"GOLD",0,2026-11-27,162500,0.5,1,CE,MCX-OPT,MCX
142497799,556632,GOLD26NOV162000CE,"GOLD",0,2026-11-27,162000,0.5,1,CE,MCX-OPT,MCX
142498055,556633,GOLD26NOV161500CE,"GOLD",0,2026-11-27,161500,0.5,1,CE,MCX-OPT,MCX
142498311,556634,GOLD26NOV161000CE,"GOLD",0,2026-11-27,161000,0.5,1,CE,MCX-OPT,MCX
142498567,556635,GOLD26NOV160500CE,"GOLD",0,2026-11-27,160500,0.5,1,CE,MCX-OPT,MCX
142498823,556636,GOLD26NOV160000CE,"GOLD",0,2026-11-27,160000,0.5,1,CE,MCX-OPT,MCX
142499079,556637,GOLD26NOV159500CE,"GOLD",0,2026-11-27,159500,0.5,1,CE,MCX-OPT,MCX
142499335,556638,GOLD26NOV159000CE,"GOLD",0,2026-11-27,159000,0.5,1,CE,MCX-OPT,MCX
142499591,556639,GOLD26NOV158500CE,"GOLD",0,2026-11-27,158500,0.5,1,CE,MCX-OPT,MCX
142499847,556640,GOLD26NOV158000CE,"GOLD",0,2026-11-27,158000,0.5,1,CE,MCX-OPT,MCX
142500103,556641,GOLD26NOV157500CE,"GOLD",0,2026-11-27,157500,0.5,1,CE,MCX-OPT,MCX
142500359,556642,GOLD26NOV157000CE,"GOLD",0,2026-11-27,157000,0.5,1,CE,MCX-OPT,MCX
142500615,556643,GOLD26NOV156500CE,"GOLD",0,2026-11-27,156500,0.5,1,CE,MCX-OPT,MCX
142500871,556644,GOLD26NOV156000CE,"GOLD",0,2026-11-27,156000,0.5,1,CE,MCX-OPT,MCX
142501127,556645,GOLD26NOV155500CE,"GOLD",0,2026-11-27,155500,0.5,1,CE,MCX-OPT,MCX
142501383,556646,GOLD26NOV155000CE,"GOLD",0,2026-11-27,155000,0.5,1,CE,MCX-OPT,MCX
142501639,556647,GOLD26NOV154500CE,"GOLD",0,2026-11-27,154500,0.5,1,CE,MCX-OPT,MCX
142501895,556648,GOLD26NOV154000CE,"GOLD",0,2026-11-27,154000,0.5,1,CE,MCX-OPT,MCX
142502151,556649,GOLD26NOV153500CE,"GOLD",0,2026-11-27,153500,0.5,1,CE,MCX-OPT,MCX
142502407,556650,GOLD26NOV153000CE,"GOLD",0,2026-11-27,153000,0.5,1,CE,MCX-OPT,MCX
142502663,556651,GOLD26NOV152500CE,"GOLD",0,2026-11-27,152500,0.5,1,CE,MCX-OPT,MCX
142502919,556652,GOLD26NOV152000CE,"GOLD",0,2026-11-27,152000,0.5,1,CE,MCX-OPT,MCX
142503175,556653,GOLD26NOV151500CE,"GOLD",0,2026-11-27,151500,0.5,1,CE,MCX-OPT,MCX
142503431,556654,GOLD26NOV151000CE,"GOLD",0,2026-11-27,151000,0.5,1,CE,MCX-OPT,MCX
142503687,556655,GOLD26NOV150500CE,"GOLD",0,2026-11-27,150500,0.5,1,CE,MCX-OPT,MCX
142503943,556656,GOLD26NOV150000CE,"GOLD",0,2026-11-27,150000,0.5,1,CE,MCX-OPT,MCX
142504199,556657,GOLD26NOV149500CE,"GOLD",0,2026-11-27,149500,0.5,1,CE,MCX-OPT,MCX
142504455,556658,GOLD26NOV149000CE,"GOLD",0,2026-11-27,149000,0.5,1,CE,MCX-OPT,MCX
142504711,556659,GOLD26NOV148500CE,"GOLD",0,2026-11-27,148500,0.5,1,CE,MCX-OPT,MCX
142504967,556660,GOLD26NOV148000CE,"GOLD",0,2026-11-27,148000,0.5,1,CE,MCX-OPT,MCX
142505223,556661,GOLD26NOV147500CE,"GOLD",0,2026-11-27,147500,0.5,1,CE,MCX-OPT,MCX
142505479,556662,GOLD26NOV147000CE,"GOLD",0,2026-11-27,147000,0.5,1,CE,MCX-OPT,MCX
142505735,556663,GOLD26NOV146500CE,"GOLD",0,2026-11-27,146500,0.5,1,CE,MCX-OPT,MCX
142505991,556664,GOLD26NOV146000CE,"GOLD",0,2026-11-27,146000,0.5,1,CE,MCX-OPT,MCX
142506247,556665,GOLD26NOV145500CE,"GOLD",0,2026-11-27,145500,0.5,1,CE,MCX-OPT,MCX
142506503,556666,GOLD26NOV145000CE,"GOLD",0,2026-11-27,145000,0.5,1,CE,MCX-OPT,MCX
142506759,556667,GOLD26NOV144500CE,"GOLD",0,2026-11-27,144500,0.5,1,CE,MCX-OPT,MCX
142507015,556668,GOLD26NOV144000CE,"GOLD",0,2026-11-27,144000,0.5,1,CE,MCX-OPT,MCX
142507271,556669,GOLD26NOV143500CE,"GOLD",0,2026-11-27,143500,0.5,1,CE,MCX-OPT,MCX
142507527,556670,GOLD26NOV143000CE,"GOLD",0,2026-11-27,143000,0.5,1,CE,MCX-OPT,MCX
142507783,556671,GOLD26NOV142500CE,"GOLD",0,2026-11-27,142500,0.5,1,CE,MCX-OPT,MCX
142508039,556672,GOLD26NOV142000CE,"GOLD",0,2026-11-27,142000,0.5,1,CE,MCX-OPT,MCX
142508295,556673,GOLD26NOV141500CE,"GOLD",0,2026-11-27,141500,0.5,1,CE,MCX-OPT,MCX
142508551,556674,GOLD26NOV141000CE,"GOLD",0,2026-11-27,141000,0.5,1,CE,MCX-OPT,MCX
142508807,556675,GOLD26NOV166500CE,"GOLD",0,2026-11-27,166500,0.5,1,CE,MCX-OPT,MCX
142509063,556676,GOLD26NOV167000CE,"GOLD",0,2026-11-27,167000,0.5,1,CE,MCX-OPT,MCX
142509319,556677,GOLD26NOV167500CE,"GOLD",0,2026-11-27,167500,0.5,1,CE,MCX-OPT,MCX
142509575,556678,GOLD26NOV168000CE,"GOLD",0,2026-11-27,168000,0.5,1,CE,MCX-OPT,MCX
142509831,556679,GOLD26NOV168500CE,"GOLD",0,2026-11-27,168500,0.5,1,CE,MCX-OPT,MCX
142510087,556680,GOLD26NOV169000CE,"GOLD",0,2026-11-27,169000,0.5,1,CE,MCX-OPT,MCX
142510343,556681,GOLD26NOV169500CE,"GOLD",0,2026-11-27,169500,0.5,1,CE,MCX-OPT,MCX
142510599,556682,GOLD26NOV170000CE,"GOLD",0,2026-11-27,170000,0.5,1,CE,MCX-OPT,MCX
142510855,556683,GOLD26NOV170500CE,"GOLD",0,2026-11-27,170500,0.5,1,CE,MCX-OPT,MCX
142511111,556684,GOLD26NOV171000CE,"GOLD",0,2026-11-27,171000,0.5,1,CE,MCX-OPT,MCX
142511367,556685,GOLD26NOV171500CE,"GOLD",0,2026-11-27,171500,0.5,1,CE,MCX-OPT,MCX
142511623,556686,GOLD26NOV172000CE,"GOLD",0,2026-11-27,172000,0.5,1,CE,MCX-OPT,MCX
142511879,556687,GOLD26NOV172500CE,"GOLD",0,2026-11-27,172500,0.5,1,CE,MCX-OPT,MCX
142512135,556688,GOLD26NOV173000CE,"GOLD",0,2026-11-27,173000,0.5,1,CE,MCX-OPT,MCX
142512391,556689,GOLD26NOV173500CE,"GOLD",0,2026-11-27,173500,0.5,1,CE,MCX-OPT,MCX
142512647,556690,GOLD26NOV174000CE,"GOLD",0,2026-11-27,174000,0.5,1,CE,MCX-OPT,MCX
142512903,556691,GOLD26NOV174500CE,"GOLD",0,2026-11-27,174500,0.5,1,CE,MCX-OPT,MCX
142513159,556692,GOLD26NOV175000CE,"GOLD",0,2026-11-27,175000,0.5,1,CE,MCX-OPT,MCX
142513415,556693,GOLD26NOV175500CE,"GOLD",0,2026-11-27,175500,0.5,1,CE,MCX-OPT,MCX
142513671,556694,GOLD26NOV176000CE,"GOLD",0,2026-11-27,176000,0.5,1,CE,MCX-OPT,MCX
142513927,556695,GOLD26NOV176500CE,"GOLD",0,2026-11-27,176500,0.5,1,CE,MCX-OPT,MCX
142514183,556696,GOLD26NOV177000CE,"GOLD",0,2026-11-27,177000,0.5,1,CE,MCX-OPT,MCX
142514439,556697,GOLD26NOV177500CE,"GOLD",0,2026-11-27,177500,0.5,1,CE,MCX-OPT,MCX
142514695,556698,GOLD26NOV178000CE,"GOLD",0,2026-11-27,178000,0.5,1,CE,MCX-OPT,MCX
142514951,556699,GOLD26NOV178500CE,"GOLD",0,2026-11-27,178500,0.5,1,CE,MCX-OPT,MCX
142515207,556700,GOLD26NOV179000CE,"GOLD",0,2026-11-27,179000,0.5,1,CE,MCX-OPT,MCX
142515463,556701,GOLD26NOV179500CE,"GOLD",0,2026-11-27,179500,0.5,1,CE,MCX-OPT,MCX
142515719,556702,GOLD26NOV180000CE,"GOLD",0,2026-11-27,180000,0.5,1,CE,MCX-OPT,MCX
142515975,556703,GOLD26NOV180500CE,"GOLD",0,2026-11-27,180500,0.5,1,CE,MCX-OPT,MCX
142516231,556704,GOLD26NOV181000CE,"GOLD",0,2026-11-27,181000,0.5,1,CE,MCX-OPT,MCX
142516487,556705,GOLD26NOV181500CE,"GOLD",0,2026-11-27,181500,0.5,1,CE,MCX-OPT,MCX
142516743,556706,GOLD26NOV182000CE,"GOLD",0,2026-11-27,182000,0.5,1,CE,MCX-OPT,MCX
142516999,556707,GOLD26NOV182500CE,"GOLD",0,2026-11-27,182500,0.5,1,CE,MCX-OPT,MCX
142517255,556708,GOLD26NOV183000CE,"GOLD",0,2026-11-27,183000,0.5,1,CE,MCX-OPT,MCX
142517511,556709,GOLD26NOV183500CE,"GOLD",0,2026-11-27,183500,0.5,1,CE,MCX-OPT,MCX
142517767,556710,GOLD26NOV184000CE,"GOLD",0,2026-11-27,184000,0.5,1,CE,MCX-OPT,MCX
142518023,556711,GOLD26NOV184500CE,"GOLD",0,2026-11-27,184500,0.5,1,CE,MCX-OPT,MCX
142518279,556712,GOLD26NOV185000CE,"GOLD",0,2026-11-27,185000,0.5,1,CE,MCX-OPT,MCX
142518535,556713,GOLD26NOV185500CE,"GOLD",0,2026-11-27,185500,0.5,1,CE,MCX-OPT,MCX
142518791,556714,GOLD26NOV186000CE,"GOLD",0,2026-11-27,186000,0.5,1,CE,MCX-OPT,MCX
142519047,556715,GOLD26NOV186500CE,"GOLD",0,2026-11-27,186500,0.5,1,CE,MCX-OPT,MCX
142519303,556716,GOLD26NOV187000CE,"GOLD",0,2026-11-27,187000,0.5,1,CE,MCX-OPT,MCX
142519559,556717,GOLD26NOV187500CE,"GOLD",0,2026-11-27,187500,0.5,1,CE,MCX-OPT,MCX
142519815,556718,GOLD26NOV188000CE,"GOLD",0,2026-11-27,188000,0.5,1,CE,MCX-OPT,MCX
142520071,556719,GOLD26NOV188500CE,"GOLD",0,2026-11-27,188500,0.5,1,CE,MCX-OPT,MCX
142520327,556720,GOLD26NOV189000CE,"GOLD",0,2026-11-27,189000,0.5,1,CE,MCX-OPT,MCX
142520583,556721,GOLD26NOV189500CE,"GOLD",0,2026-11-27,189500,0.5,1,CE,MCX-OPT,MCX
142520839,556722,GOLD26NOV190000CE,"GOLD",0,2026-11-27,190000,0.5,1,CE,MCX-OPT,MCX
142521095,556723,GOLD26NOV190500CE,"GOLD",0,2026-11-27,190500,0.5,1,CE,MCX-OPT,MCX
142521351,556724,GOLD26NOV191000CE,"GOLD",0,2026-11-27,191000,0.5,1,CE,MCX-OPT,MCX
142649607,557225,GOLD26NOV165500PE,"GOLD",0,2026-11-27,165500,0.5,1,PE,MCX-OPT,MCX
142649863,557226,GOLD26NOV165000PE,"GOLD",0,2026-11-27,165000,0.5,1,PE,MCX-OPT,MCX
142650119,557227,GOLD26NOV164500PE,"GOLD",0,2026-11-27,164500,0.5,1,PE,MCX-OPT,MCX
142650375,557228,GOLD26NOV164000PE,"GOLD",0,2026-11-27,164000,0.5,1,PE,MCX-OPT,MCX
142650631,557229,GOLD26NOV163500PE,"GOLD",0,2026-11-27,163500,0.5,1,PE,MCX-OPT,MCX
142650887,557230,GOLD26NOV163000PE,"GOLD",0,2026-11-27,163000,0.5,1,PE,MCX-OPT,MCX
142651143,557231,GOLD26NOV162500PE,"GOLD",0,2026-11-27,162500,0.5,1,PE,MCX-OPT,MCX
142651399,557232,GOLD26NOV162000PE,"GOLD",0,2026-11-27,162000,0.5,1,PE,MCX-OPT,MCX
142651655,557233,GOLD26NOV161500PE,"GOLD",0,2026-11-27,161500,0.5,1,PE,MCX-OPT,MCX
142651911,557234,GOLD26NOV161000PE,"GOLD",0,2026-11-27,161000,0.5,1,PE,MCX-OPT,MCX
142652167,557235,GOLD26NOV160500PE,"GOLD",0,2026-11-27,160500,0.5,1,PE,MCX-OPT,MCX
142652423,557236,GOLD26NOV160000PE,"GOLD",0,2026-11-27,160000,0.5,1,PE,MCX-OPT,MCX
142652679,557237,GOLD26NOV159500PE,"GOLD",0,2026-11-27,159500,0.5,1,PE,MCX-OPT,MCX
142652935,557238,GOLD26NOV159000PE,"GOLD",0,2026-11-27,159000,0.5,1,PE,MCX-OPT,MCX
142653191,557239,GOLD26NOV158500PE,"GOLD",0,2026-11-27,158500,0.5,1,PE,MCX-OPT,MCX
142653447,557240,GOLD26NOV158000PE,"GOLD",0,2026-11-27,158000,0.5,1,PE,MCX-OPT,MCX
142653703,557241,GOLD26NOV157500PE,"GOLD",0,2026-11-27,157500,0.5,1,PE,MCX-OPT,MCX
142653959,557242,GOLD26NOV157000PE,"GOLD",0,2026-11-27,157000,0.5,1,PE,MCX-OPT,MCX
142654215,557243,GOLD26NOV156500PE,"GOLD",0,2026-11-27,156500,0.5,1,PE,MCX-OPT,MCX
142654471,557244,GOLD26NOV156000PE,"GOLD",0,2026-11-27,156000,0.5,1,PE,MCX-OPT,MCX
142654727,557245,GOLD26NOV155500PE,"GOLD",0,2026-11-27,155500,0.5,1,PE,MCX-OPT,MCX
142654983,557246,GOLD26NOV155000PE,"GOLD",0,2026-11-27,155000,0.5,1,PE,MCX-OPT,MCX
142655239,557247,GOLD26NOV154500PE,"GOLD",0,2026-11-27,154500,0.5,1,PE,MCX-OPT,MCX
142655495,557248,GOLD26NOV154000PE,"GOLD",0,2026-11-27,154000,0.5,1,PE,MCX-OPT,MCX
142655751,557249,GOLD26NOV153500PE,"GOLD",0,2026-11-27,153500,0.5,1,PE,MCX-OPT,MCX
142656007,557250,GOLD26NOV153000PE,"GOLD",0,2026-11-27,153000,0.5,1,PE,MCX-OPT,MCX
142656263,557251,GOLD26NOV152500PE,"GOLD",0,2026-11-27,152500,0.5,1,PE,MCX-OPT,MCX
142656519,557252,GOLD26NOV152000PE,"GOLD",0,2026-11-27,152000,0.5,1,PE,MCX-OPT,MCX
142656775,557253,GOLD26NOV151500PE,"GOLD",0,2026-11-27,151500,0.5,1,PE,MCX-OPT,MCX
142657031,557254,GOLD26NOV151000PE,"GOLD",0,2026-11-27,151000,0.5,1,PE,MCX-OPT,MCX
142657287,557255,GOLD26NOV150500PE,"GOLD",0,2026-11-27,150500,0.5,1,PE,MCX-OPT,MCX
142657543,557256,GOLD26NOV150000PE,"GOLD",0,2026-11-27,150000,0.5,1,PE,MCX-OPT,MCX
142657799,557257,GOLD26NOV149500PE,"GOLD",0,2026-11-27,149500,0.5,1,PE,MCX-OPT,MCX
142658055,557258,GOLD26NOV149000PE,"GOLD",0,2026-11-27,149000,0.5,1,PE,MCX-OPT,MCX
142658311,557259,GOLD26NOV148500PE,"GOLD",0,2026-11-27,148500,0.5,1,PE,MCX-OPT,MCX
142658567,557260,GOLD26NOV148000PE,"GOLD",0,2026-11-27,148000,0.5,1,PE,MCX-OPT,MCX
142658823,557261,GOLD26NOV147500PE,"GOLD",0,2026-11-27,147500,0.5,1,PE,MCX-OPT,MCX
142659079,557262,GOLD26NOV147000PE,"GOLD",0,2026-11-27,147000,0.5,1,PE,MCX-OPT,MCX
142659335,557263,GOLD26NOV146500PE,"GOLD",0,2026-11-27,146500,0.5,1,PE,MCX-OPT,MCX
142659591,557264,GOLD26NOV146000PE,"GOLD",0,2026-11-27,146000,0.5,1,PE,MCX-OPT,MCX
142659847,557265,GOLD26NOV145500PE,"GOLD",0,2026-11-27,145500,0.5,1,PE,MCX-OPT,MCX
142660103,557266,GOLD26NOV145000PE,"GOLD",0,2026-11-27,145000,0.5,1,PE,MCX-OPT,MCX
142660359,557267,GOLD26NOV144500PE,"GOLD",0,2026-11-27,144500,0.5,1,PE,MCX-OPT,MCX
142660615,557268,GOLD26NOV144000PE,"GOLD",0,2026-11-27,144000,0.5,1,PE,MCX-OPT,MCX
142660871,557269,GOLD26NOV143500PE,"GOLD",0,2026-11-27,143500,0.5,1,PE,MCX-OPT,MCX
142661127,557270,GOLD26NOV143000PE,"GOLD",0,2026-11-27,143000,0.5,1,PE,MCX-OPT,MCX
142661383,557271,GOLD26NOV142500PE,"GOLD",0,2026-11-27,142500,0.5,1,PE,MCX-OPT,MCX
142661639,557272,GOLD26NOV142000PE,"GOLD",0,2026-11-27,142000,0.5,1,PE,MCX-OPT,MCX
142661895,557273,GOLD26NOV141500PE,"GOLD",0,2026-11-27,141500,0.5,1,PE,MCX-OPT,MCX
